Crossing,Finishing,HeadingAccuracy,ShortPassing,FKAccuracy,LongPassing,BallControl,SprintSpeed,Agility,Reactions,ShotPower,Stamina,Vision,Composure,Preferred Foot,Overall
72,50,63,68,69,70,68,64,81,72,74,74,66,72,1,70
49,44,70,63,54,60,55,64,53,63,72,71,49,66,1,70
30,74,78,38,35,23,62,72,49,53,76,52,44,72,1,70
81,65,43,74,83,80,73,53,69,61,72,34,73,63,1,70
42,37,63,69,49,73,66,53,58,64,62,71,55,56,1,70
64,56,62,63,29,58,66,86,78,63,59,88,58,64,1,70
26,30,68,50,78,34,54,53,44,56,77,68,35,52,0,70
30,28,69,65,28,51,55,54,34,60,40,61,43,60,1,70
61,60,59,64,69,48,72,90,86,64,65,45,60,69,1,70
63,73,51,64,59,53,67,81,77,68,74,77,58,65,0,70
54,57,53,74,53,71,75,65,74,59,64,61,73,69,1,70
63,38,67,66,33,61,66,63,63,67,44,62,59,68,1,70
67,66,43,64,56,59,70,78,79,65,67,70,62,68,0,70
64,67,62,64,38,58,73,76,82,64,64,64,62,57,0,70
65,68,71,63,69,66,65,67,83,70,73,74,68,69,1,70
66,70,43,70,30,64,70,83,91,65,47,48,53,66,1,70
64,49,33,75,53,65,74,65,90,64,59,72,69,58,0,70
49,70,70,65,64,53,69,66,58,68,75,64,44,72,1,70
63,69,66,64,49,55,70,85,91,60,73,61,59,60,1,70
68,47,61,74,48,70,73,66,59,73,73,67,68,68,1,70
60,30,56,66,34,67,73,74,71,68,55,90,69,68,1,70
50,22,70,71,29,67,69,59,55,68,47,68,58,65,1,70
31,33,74,59,25,62,55,77,54,56,42,64,47,62,0,70
70,63,49,74,67,62,69,65,72,74,74,84,69,64,0,70
48,72,68,66,51,45,72,73,56,64,69,71,56,59,1,70
40,74,68,59,43,39,73,77,73,62,72,78,57,66,1,70
34,24,71,54,37,56,46,67,55,63,64,66,44,59,0,70
72,58,63,68,51,68,71,74,69,69,69,86,55,64,1,70
12,10,11,26,13,21,16,37,32,70,22,34,12,64,1,70
66,65,64,67,47,47,65,90,87,73,70,65,64,67,1,70
64,62,46,63,55,53,72,80,83,63,60,72,70,72,1,70
74,59,57,74,63,72,72,72,73,67,69,66,68,70,0,70
50,72,79,73,41,54,72,63,60,64,72,44,68,66,1,70
60,54,56,75,59,66,69,60,68,67,71,77,61,65,0,70
30,21,73,66,26,52,48,60,38,63,52,61,21,69,1,70
75,45,25,70,75,66,75,69,81,60,70,69,69,68,0,70
40,67,63,63,33,60,71,89,83,62,71,64,68,62,1,70
22,29,76,64,30,62,60,46,35,65,47,65,44,65,1,70
12,16,13,25,18,19,23,46,52,66,18,26,46,46,1,70
62,28,64,67,23,54,55,74,60,65,73,74,39,57,0,70
69,63,55,67,65,65,71,76,73,65,64,58,67,70,1,70
45,69,71,55,55,35,70,73,71,69,75,82,49,71,1,70
30,16,73,57,30,53,49,43,43,65,50,66,37,60,1,70
69,50,66,64,54,66,65,73,71,68,61,77,65,71,0,70
27,24,75,57,24,48,48,52,37,62,49,63,32,53,1,70
59,59,49,68,60,63,73,81,91,64,65,69,66,64,0,70
71,35,59,66,62,60,69,82,78,64,64,74,61,58,0,70
68,42,58,65,61,64,68,76,74,69,74,80,52,57,1,70
73,57,56,68,70,60,72,82,78,66,73,71,64,67,1,70
61,68,66,60,70,55,70,76,70,68,74,67,68,67,1,70
67,61,64,66,55,62,71,82,80,64,67,58,59,65,1,70
64,62,42,68,52,49,70,81,76,72,59,76,68,68,1,70
64,53,55,74,62,77,72,68,67,64,75,75,63,65,1,70
57,58,18,67,59,56,74,78,90,67,62,63,67,60,1,70
61,57,58,71,45,66,73,78,82,68,66,67,66,65,1,70
10,9,9,45,10,35,20,42,30,69,23,35,52,45,1,70
61,62,68,70,70,63,74,68,69,56,63,54,72,63,0,70
60,65,52,70,65,67,70,76,78,65,65,67,67,63,0,70
63,59,59,68,75,64,73,69,83,73,71,65,70,73,1,70
55,74,62,64,48,43,65,71,66,72,73,70,63,68,1,70
65,65,71,62,43,57,69,77,64,68,71,71,60,73,1,70
67,66,40,71,66,64,72,76,84,63,67,80,72,78,0,70
66,61,67,72,62,71,69,53,63,71,72,64,68,71,1,70
63,58,59,68,62,65,65,67,68,64,80,80,61,66,1,70
70,54,58,69,68,62,73,82,66,65,76,82,59,66,0,70
12,6,13,15,12,22,10,33,28,68,23,24,28,34,1,70
42,72,70,64,50,50,72,68,58,65,72,52,60,68,0,70
70,66,55,71,59,69,70,50,73,66,63,78,69,58,1,70
55,71,77,62,31,60,73,55,68,70,76,52,65,73,0,70
39,26,74,49,31,44,56,73,64,62,49,55,35,59,1,70
70,57,55,73,68,72,72,40,73,74,68,75,72,80,1,70
56,63,60,63,39,43,69,90,91,76,69,72,58,67,1,70
57,64,59,64,49,48,71,80,73,73,71,73,66,58,1,70
56,67,48,75,49,63,70,59,72,71,62,63,71,55,0,70
65,59,64,70,64,69,65,67,69,75,78,90,65,67,1,70
32,23,69,69,26,72,61,68,61,66,50,65,59,60,1,70
58,38,71,67,43,69,67,65,66,66,65,68,55,67,1,70
58,43,56,72,42,70,68,71,81,67,62,78,60,54,1,70
64,54,59,75,72,76,69,55,70,67,60,63,68,62,1,70
63,53,62,69,54,64,67,62,69,67,71,74,65,68,1,70
39,71,70,64,56,43,68,71,71,64,70,62,66,59,1,70
49,35,59,70,46,69,71,65,62,64,66,87,54,62,1,70
77,61,47,75,75,73,75,45,64,63,71,52,76,59,1,70
66,58,60,69,66,65,74,68,71,71,75,63,66,68,1,70
68,66,46,72,61,66,71,72,79,67,68,79,69,71,0,70
62,64,36,66,38,42,76,82,79,72,58,54,66,63,1,70
58,69,62,69,39,51,71,77,76,66,65,77,63,62,1,70
55,47,63,69,56,66,65,71,67,64,63,90,58,70,1,70
32,28,68,66,54,63,53,65,61,66,45,59,38,71,1,70
78,56,58,67,78,57,69,77,80,63,77,82,49,66,0,70
71,34,69,70,49,42,70,77,79,62,67,68,51,64,1,70
64,30,63,69,34,67,71,67,70,64,46,74,64,67,0,70
50,74,65,54,44,37,64,73,65,71,73,71,51,69,1,70
56,70,65,68,44,58,71,79,76,65,70,62,63,59,0,70
67,27,60,64,44,60,64,77,69,68,64,83,36,65,0,70
66,69,57,68,48,67,66,92,76,64,58,76,57,61,1,70
32,71,76,59,31,45,68,72,63,59,74,73,43,61,1,70
66,55,65,72,47,70,69,48,51,69,77,63,73,76,1,70
67,68,40,62,73,60,71,76,81,67,71,64,72,65,1,70
63,65,59,70,66,66,70,79,69,66,66,80,67,68,1,70
68,63,59,72,69,69,68,64,73,68,74,86,72,60,1,70
60,60,50,71,50,61,72,80,87,64,55,68,63,70,0,70
43,34,70,60,38,56,55,64,55,63,60,78,43,62,1,70
65,61,43,71,68,69,69,55,80,71,73,89,67,75,1,70
67,65,34,66,57,57,69,81,84,62,64,71,66,75,1,70
59,64,45,73,71,72,68,55,69,68,76,70,74,68,1,70
58,63,70,71,50,67,69,57,64,69,69,78,70,71,1,70
14,19,15,25,15,19,23,46,34,55,24,38,50,52,1,70
68,70,72,66,34,63,73,74,73,72,68,85,68,74,1,70
28,22,71,62,36,41,55,31,51,62,63,56,37,63,1,70
72,40,69,71,45,66,65,74,76,63,50,82,53,55,1,70
59,41,60,70,40,66,68,57,62,65,59,73,70,66,1,70
66,40,57,64,32,57,63,84,72,65,59,91,62,54,1,70
10,9,11,23,13,16,15,24,37,61,19,40,32,51,1,70
41,75,73,58,31,30,69,68,59,66,70,71,39,68,0,70
67,61,56,70,69,65,72,72,77,66,75,74,71,68,0,70
36,22,70,59,40,45,53,60,63,63,58,67,46,60,1,70
47,47,63,67,52,63,62,68,68,60,68,88,62,59,1,70
28,19,65,67,29,62,64,51,56,63,43,71,62,60,1,70
42,32,73,59,42,33,51,47,47,60,52,48,22,61,0,70
58,54,59,71,40,73,65,41,70,69,68,82,70,59,1,70
48,69,67,57,41,44,70,76,71,62,76,62,55,60,1,70
76,45,56,76,42,72,73,67,63,66,58,70,61,62,1,70
68,59,58,75,56,68,70,66,85,67,71,77,68,74,1,70
70,58,58,68,70,58,68,73,71,71,68,71,69,61,0,70
63,55,72,78,60,74,76,31,34,58,69,34,76,78,1,70
60,53,60,72,55,66,71,72,70,72,58,84,65,74,1,70
52,24,72,68,26,66,66,74,60,68,34,69,49,69,1,70
64,69,65,72,50,63,70,73,76,68,67,65,68,67,1,70
70,57,48,66,77,63,70,72,73,69,85,69,53,58,0,70
48,70,79,59,35,41,71,54,51,61,80,53,44,76,1,70
18,11,15,23,13,16,26,45,45,68,18,30,35,35,1,70
52,52,57,74,50,69,74,48,62,62,58,83,62,62,1,70
33,30,73,57,26,51,60,48,41,68,41,83,35,61,1,70
77,70,32,60,49,45,73,92,78,65,65,68,50,49,0,70
75,50,43,75,67,73,73,65,75,67,67,68,73,75,0,70
72,29,62,68,65,67,69,46,64,68,64,69,65,70,0,70
57,74,57,62,31,52,67,75,78,69,71,70,67,65,1,70
37,33,68,57,36,70,52,61,47,67,42,67,43,61,1,70
10,13,13,20,11,11,19,44,49,70,12,37,48,50,1,70
66,65,34,71,65,68,73,66,73,63,73,71,64,65,1,70
49,60,60,73,52,68,72,54,61,66,68,76,65,65,1,70
47,47,67,69,55,69,59,47,54,65,68,74,55,62,1,70
69,42,39,70,69,68,70,75,69,70,79,78,58,50,0,70
62,37,72,58,44,57,54,67,56,64,39,75,39,59,1,70
75,63,56,74,79,72,71,65,63,64,85,77,66,74,0,70
67,64,50,73,68,71,68,60,72,68,71,60,73,64,1,70
51,30,44,70,61,64,66,62,69,64,64,77,57,59,1,70
14,14,68,53,20,54,51,70,59,61,49,64,23,67,1,70
73,58,51,66,67,66,70,83,65,65,64,81,69,61,1,70
37,46,70,55,71,48,60,45,34,64,80,69,29,66,0,70
58,65,43,66,55,48,76,76,78,73,77,65,64,73,0,70
67,27,68,64,55,69,65,74,61,60,71,79,60,69,1,70
66,58,34,76,48,77,69,73,82,59,55,48,71,53,1,70
63,61,52,67,50,68,71,80,83,64,68,69,69,71,1,70
61,41,51,67,58,56,67,67,77,70,64,64,53,68,1,70
62,23,53,63,34,55,65,86,76,64,35,73,54,56,0,70
67,67,44,70,66,64,74,75,88,64,70,69,62,66,0,70
66,64,36,70,41,67,74,87,84,58,71,57,64,60,0,70
67,52,64,65,56,63,68,72,68,70,61,80,66,67,0,70
71,39,61,67,57,64,67,73,73,64,65,76,64,66,1,70
66,58,49,76,61,75,77,62,60,65,69,71,66,61,1,70
59,59,48,73,75,68,73,63,70,66,71,67,70,68,1,70
61,68,65,63,65,43,72,75,78,66,69,71,68,68,1,70
68,51,50,69,59,65,70,77,81,72,70,76,76,74,1,70
32,40,70,59,28,45,53,55,39,69,42,54,32,53,1,70
33,55,66,68,71,65,65,68,59,63,83,69,57,62,1,70
66,73,57,69,61,65,64,77,70,71,65,74,58,63,1,70
46,71,75,61,52,58,63,64,56,72,72,51,63,72,1,70
53,69,51,62,56,42,71,84,82,65,77,64,57,60,1,70
66,49,42,68,41,68,63,90,80,67,51,92,51,59,1,70
55,30,64,73,60,70,68,59,69,70,67,84,62,71,1,70
59,59,36,72,62,64,71,84,76,54,61,79,72,69,1,70
68,65,32,61,71,62,68,91,90,68,70,72,60,78,1,70
43,53,72,69,36,66,66,64,58,69,66,61,62,66,1,70
48,69,49,73,60,58,72,78,85,72,66,76,70,68,1,70
65,63,64,69,67,66,71,73,67,68,84,85,70,66,0,70
54,52,68,73,33,69,72,64,69,57,67,69,64,67,1,70
29,20,67,53,25,49,54,67,55,58,38,71,31,47,0,70
56,70,73,65,48,37,66,66,50,69,70,67,57,67,0,70
17,15,13,12,19,13,21,35,29,62,23,29,33,58,1,70
54,57,45,74,72,71,72,80,81,67,70,76,73,62,1,70
70,35,63,65,37,59,65,74,58,65,41,71,54,59,0,70
48,43,68,59,51,62,53,30,34,66,70,55,60,74,1,70
49,71,66,66,54,40,69,79,78,66,65,65,65,68,1,70
59,55,68,71,68,68,67,33,43,66,79,52,67,78,1,70
69,70,64,69,73,64,68,84,72,63,69,65,66,66,0,70
67,64,58,67,73,69,68,75,83,62,77,85,69,71,0,70
73,43,60,68,63,66,69,69,71,70,60,59,64,65,0,70
33,24,68,65,34,59,59,67,63,58,60,72,41,50,1,70
63,55,69,71,47,70,70,67,63,65,68,84,70,70,1,70
73,48,70,62,63,60,75,76,63,65,62,79,48,62,1,70
71,70,38,61,72,61,69,86,91,58,65,81,46,53,1,70
35,21,67,62,28,59,55,75,52,63,50,68,54,59,1,70
11,11,23,32,14,22,22,37,43,68,24,25,33,37,1,70
24,36,69,44,20,43,49,63,56,64,44,60,30,66,1,70
70,62,51,72,63,74,70,53,70,69,70,70,71,71,0,70
58,57,51,70,59,69,72,54,72,73,59,80,71,58,1,70
55,32,64,62,35,59,59,73,57,66,58,55,55,50,1,70
53,36,71,70,59,62,70,67,66,60,42,66,50,64,1,70
73,43,65,70,68,67,70,69,67,70,76,79,64,71,1,70
70,61,54,62,53,60,70,84,74,67,66,71,61,70,1,70
20,21,75,52,27,50,51,53,56,62,43,65,24,68,1,70
68,70,54,71,65,63,71,65,70,58,73,31,70,66,0,70
54,50,71,69,42,68,64,51,55,56,52,74,45,62,1,70
64,70,55,69,60,65,70,80,80,66,73,72,65,63,1,70
51,69,80,56,52,49,70,66,55,68,74,69,66,64,0,70
72,52,64,66,48,66,64,75,63,67,58,79,68,65,0,70
70,59,67,68,43,55,74,73,71,65,72,71,68,70,1,70
61,63,61,80,57,76,67,87,78,50,63,66,73,56,1,70
69,64,45,67,62,65,68,85,76,65,67,70,65,54,1,70
32,22,74,63,46,58,54,44,60,61,61,64,43,55,1,70
64,34,54,66,21,61,67,77,64,65,26,68,41,52,0,70
61,63,54,70,63,68,70,76,74,74,66,75,73,65,1,70
69,54,51,73,64,58,70,65,79,68,63,66,71,57,1,70
58,12,70,58,30,56,65,73,67,70,59,72,32,68,1,70
64,71,74,61,41,52,69,75,63,65,72,67,59,64,1,70
56,72,62,62,58,52,72,80,74,64,65,79,57,66,1,70
65,62,53,67,62,46,71,91,90,54,60,78,64,57,1,70
58,63,47,78,62,74,75,60,71,58,62,59,71,70,1,70
18,17,18,20,12,21,25,36,31,58,23,43,50,50,1,70
33,75,69,55,41,32,65,67,74,69,74,57,59,64,1,70
11,12,11,18,12,13,21,46,34,69,25,30,25,53,1,70
69,49,55,69,68,71,67,73,69,71,67,78,69,75,0,70
32,19,75,54,47,44,37,46,33,63,36,64,48,59,1,70
70,35,54,63,57,57,69,83,76,65,54,81,50,67,0,70
63,30,70,60,35,57,60,75,60,69,40,68,33,58,1,70
66,41,48,64,38,53,71,88,79,70,65,89,49,52,1,70
67,44,63,66,27,53,64,68,65,67,55,67,45,60,1,70
59,71,75,60,40,47,63,70,69,69,71,54,57,58,0,70
52,48,45,73,49,67,72,73,70,64,70,86,68,67,1,70
59,71,68,59,45,52,68,73,68,67,67,67,52,66,0,70
25,25,71,53,27,61,52,62,45,62,55,51,29,64,0,70
53,73,69,59,61,46,69,45,58,73,76,79,61,70,1,70
68,62,46,67,54,65,70,79,77,65,71,72,59,70,1,70
65,56,67,64,36,65,65,72,60,57,76,75,56,64,0,70
46,36,69,60,54,63,53,31,41,57,69,51,40,67,1,70
24,25,74,45,36,47,50,42,30,65,68,70,32,57,1,70
74,65,46,68,38,62,71,75,70,62,65,71,70,61,1,70
76,60,36,66,74,72,73,67,83,67,74,67,68,72,0,70
56,31,70,56,34,55,61,63,66,69,45,67,34,68,1,70
20,17,13,26,19,27,19,46,36,70,19,17,35,55,1,70
29,70,74,61,34,37,61,67,32,66,76,64,44,69,1,70
64,56,62,67,60,63,66,80,80,70,64,82,63,66,1,70
16,14,12,34,12,35,22,42,31,52,21,26,43,34,1,70
59,35,62,71,33,72,66,61,61,64,50,84,69,66,1,70
67,66,60,59,48,54,68,88,82,75,71,73,68,68,1,70
64,71,47,66,63,52,70,82,78,67,77,77,63,68,1,70
59,67,66,62,53,60,65,70,73,76,66,75,65,66,1,70
62,38,65,66,59,68,64,69,61,65,75,85,60,67,1,70
58,28,65,56,35,56,53,42,51,64,68,39,44,73,1,70
61,33,65,64,29,48,65,35,53,74,56,75,31,74,1,70
14,18,16,41,20,45,22,56,67,59,16,43,30,27,1,70
70,64,51,68,61,61,65,78,77,66,66,85,68,64,1,70
61,73,49,75,71,69,74,67,59,65,80,80,69,68,1,70
16,19,20,32,18,32,15,49,42,66,23,45,50,49,1,70
19,14,14,32,22,27,20,43,46,69,26,51,17,55,1,70
48,41,65,68,25,69,65,53,58,71,52,81,52,67,1,70
70,63,46,71,64,70,74,66,76,63,69,51,71,68,0,70
67,58,56,74,66,73,69,51,72,65,76,71,65,57,1,70
68,68,74,67,67,69,70,54,59,68,87,79,66,76,0,70
54,37,42,73,42,70,71,60,74,72,65,67,71,63,1,70
33,25,64,60,31,55,52,52,45,66,56,49,30,57,1,70
64,34,42,63,35,52,70,83,80,64,58,72,52,64,0,70
63,65,68,67,61,43,70,82,70,67,61,63,55,62,0,70
72,41,62,73,46,71,61,78,61,64,43,78,62,61,1,70
63,61,54,67,62,59,67,76,77,72,66,87,62,73,0,70
20,25,68,63,20,59,46,54,44,51,50,74,25,69,1,70
50,69,63,64,49,48,69,92,90,65,70,76,60,65,1,70
67,58,50,72,60,68,72,69,71,71,58,74,70,68,1,70
69,61,58,70,65,66,69,69,75,74,65,73,74,72,1,70
71,43,50,74,64,75,73,66,68,71,69,72,70,69,0,70
31,28,77,60,22,46,50,33,34,65,50,35,51,60,1,70
29,27,76,64,37,57,55,61,47,68,50,79,42,53,1,70
46,73,68,48,38,37,69,81,75,52,70,64,40,58,1,70
67,36,50,66,67,60,71,72,74,69,75,78,45,63,1,70
42,71,74,57,35,30,67,77,79,67,70,79,53,70,1,70
68,46,62,70,44,65,67,79,65,67,57,85,59,63,0,70
40,41,65,60,42,56,66,54,59,64,49,76,52,50,1,70
73,45,60,64,60,60,72,77,72,69,59,67,66,68,0,70
54,25,64,62,41,60,57,76,60,63,61,67,52,61,1,70
24,20,75,55,16,53,44,32,34,58,32,66,39,50,1,70
49,29,71,69,33,64,62,53,56,67,49,61,43,59,1,70
72,43,52,63,70,66,66,77,80,66,76,77,60,64,0,70
61,74,72,69,39,64,71,52,73,54,72,72,67,74,1,70
44,50,67,76,57,66,66,50,68,67,79,80,62,64,1,70
56,21,75,55,34,47,59,72,63,65,77,65,64,68,1,70
63,64,42,72,62,69,73,66,74,61,64,73,71,61,1,70
59,68,67,66,48,51,69,76,81,67,73,70,62,67,1,70
77,51,65,67,42,61,62,73,72,67,53,65,67,66,1,70
13,20,15,24,11,22,19,33,32,59,25,22,39,35,0,70
68,51,57,67,44,59,68,79,75,64,66,77,44,59,1,70
59,36,66,58,40,64,54,69,66,64,52,76,42,62,1,70
65,58,45,72,70,70,71,76,77,68,56,78,72,72,0,70
52,56,53,74,54,71,70,72,79,66,62,72,70,64,1,70
54,43,60,78,70,74,72,62,60,66,69,72,74,73,1,70
37,35,68,67,37,61,64,53,57,69,46,75,49,64,1,70
36,72,70,56,36,24,61,74,65,66,76,67,46,67,1,70
73,33,57,66,55,68,68,76,70,68,70,69,48,66,0,70
42,78,77,62,34,31,69,47,34,68,71,68,53,61,1,70
55,43,44,67,55,59,63,77,74,61,65,86,55,69,1,70
69,51,38,60,46,63,67,79,70,68,70,80,57,70,0,70
70,60,42,67,66,65,67,78,73,63,72,80,67,59,1,70
66,30,71,62,35,61,60,84,77,67,55,73,54,66,0,70
68,61,36,72,69,69,72,73,85,66,74,63,66,65,1,70
46,38,73,67,27,56,58,44,58,70,48,65,52,63,0,70
36,21,70,53,38,40,52,67,49,65,58,71,47,70,1,70
64,69,42,68,62,65,69,79,87,60,58,78,67,69,1,70
51,72,70,59,51,51,66,74,44,61,75,69,57,63,0,70
12,19,20,56,15,50,38,41,48,66,25,29,33,46,1,70
54,75,73,67,29,34,65,74,74,64,67,69,57,66,1,70
47,48,64,73,45,70,73,72,66,69,67,70,65,70,1,70
52,72,70,66,43,49,69,66,63,67,69,69,56,62,1,70
59,46,41,73,45,71,75,65,71,67,63,75,68,73,1,70
56,72,46,72,40,69,72,52,63,69,68,54,66,59,1,70
63,70,46,66,42,59,69,82,73,57,69,58,67,58,0,70
56,68,58,54,49,46,76,78,92,66,78,62,60,58,1,70
68,66,43,66,66,67,69,75,76,70,70,67,69,68,0,70
70,61,64,74,71,66,70,50,66,69,68,61,58,70,1,70
53,34,68,71,31,73,60,58,54,69,49,73,51,73,1,70
60,60,41,68,52,60,68,88,79,60,65,81,67,66,0,70
54,36,68,63,58,62,62,68,60,67,69,83,56,69,1,70
39,18,82,50,21,42,44,50,51,63,57,70,33,62,0,70
23,22,71,61,29,53,54,60,49,65,45,69,36,63,1,70
80,52,53,52,68,71,69,72,71,66,71,69,64,74,0,70
71,53,66,70,65,54,72,72,77,59,64,75,51,58,0,70
65,66,53,69,45,63,72,76,77,62,64,67,65,50,0,70
66,68,48,67,65,65,72,83,74,58,72,68,69,59,0,70
65,60,60,73,68,71,72,64,64,64,70,70,68,63,1,70
52,64,49,64,38,59,65,89,87,66,56,80,60,54,0,70
21,17,15,24,18,22,23,49,31,67,20,40,51,47,1,70
70,61,47,70,82,68,74,75,77,70,78,74,71,71,0,70
38,44,68,66,40,56,59,68,71,73,61,64,64,78,1,70
65,53,51,72,64,68,73,78,83,65,63,78,67,72,1,70
64,45,61,70,66,66,67,68,72,65,62,78,61,74,1,70
62,71,59,67,65,63,74,74,88,59,66,70,63,54,1,70
64,61,58,74,54,72,74,65,74,63,76,72,69,68,1,70
21,21,66,65,32,42,58,61,52,75,42,54,22,51,1,70
36,76,62,56,32,32,71,82,60,56,75,65,56,56,0,70
52,67,64,69,60,57,74,88,83,66,65,69,66,64,1,70
54,72,66,66,32,59,68,69,72,66,68,72,62,68,1,70
75,59,47,70,83,77,72,55,64,62,84,73,69,72,0,70
29,22,58,66,31,54,66,65,51,66,33,66,53,64,1,70
15,12,14,36,13,36,23,46,50,69,12,31,65,39,1,70
66,56,46,73,65,70,72,65,69,68,71,68,71,67,0,70
39,19,70,58,25,59,60,50,38,67,36,65,37,56,1,70
67,74,72,69,44,59,66,66,59,58,69,54,67,80,1,70
57,53,70,68,47,67,68,67,59,67,78,81,68,61,1,70
61,66,59,67,53,66,75,74,80,61,64,65,68,64,1,70
49,65,69,64,53,51,63,90,76,64,77,76,55,60,1,70
63,37,72,64,57,61,61,55,48,61,72,54,54,58,0,70
67,63,56,67,40,62,76,70,77,60,56,61,68,63,1,70
53,43,70,59,39,57,56,50,57,65,47,30,54,71,1,70
30,14,75,53,42,58,58,73,59,65,44,78,44,60,1,70
69,67,45,72,76,68,73,73,73,64,82,56,68,69,0,70
78,60,50,71,75,66,75,68,71,70,75,81,77,73,1,70
67,52,57,65,69,63,68,84,73,71,74,72,62,65,1,70
68,71,69,68,39,63,68,74,70,65,72,61,63,67,1,70
33,68,66,62,49,52,68,74,70,67,77,50,58,66,1,70
61,54,67,72,60,63,67,44,58,60,67,63,63,72,1,70
65,67,65,70,63,54,71,68,77,71,73,64,59,73,1,70
11,10,12,22,13,16,20,38,34,67,23,35,48,26,1,70
58,59,58,72,68,70,67,74,79,59,64,85,66,55,1,70
66,63,69,68,46,67,76,75,73,66,69,70,62,68,1,70
58,49,64,75,59,64,74,71,60,65,74,88,70,58,1,70
70,59,50,64,35,72,66,74,73,67,72,70,67,65,1,70
53,68,78,61,49,54,68,73,73,66,70,64,58,67,0,70
60,55,68,70,59,69,69,34,43,64,76,73,65,73,1,70
51,41,66,59,35,55,52,68,64,64,51,71,44,63,1,70
53,30,65,64,32,48,64,53,47,67,42,57,33,58,1,70
74,52,38,73,72,75,74,51,67,69,78,78,74,74,0,70
58,65,36,69,67,66,69,76,94,62,68,77,72,76,0,70
32,70,69,53,44,40,70,72,61,67,73,69,54,68,1,70
52,68,72,65,29,38,66,68,49,64,80,32,65,61,1,70
59,47,70,72,60,70,69,52,55,72,70,82,67,74,0,70
67,45,70,67,38,72,62,55,36,64,60,72,34,69,0,70
55,41,67,60,29,64,47,49,62,54,56,75,45,57,0,70
62,72,51,66,64,49,74,86,77,70,69,67,72,69,1,70
62,64,59,73,56,66,72,72,71,66,67,83,65,68,1,70
63,40,44,73,56,67,66,38,71,63,57,82,69,78,1,70
13,10,13,36,14,32,25,44,32,65,23,35,36,42,1,70
69,33,58,68,35,58,65,77,71,64,47,81,47,70,1,70
63,68,53,66,41,57,72,83,78,72,64,89,65,69,1,70
51,34,71,69,72,66,65,32,42,69,77,67,52,67,1,70
33,40,68,66,42,67,64,67,59,63,64,76,46,66,1,70
71,50,58,69,40,68,69,76,73,67,75,72,63,62,1,70
35,37,77,48,45,53,68,44,38,75,57,52,39,60,1,70
67,60,38,70,47,62,71,75,71,66,70,77,58,61,1,70
55,69,44,72,61,71,73,33,65,62,62,65,67,55,1,70
61,57,49,69,41,68,73,64,65,64,81,74,61,63,1,69
67,57,57,71,73,66,73,62,57,70,62,68,70,58,0,69
66,68,50,68,69,63,73,72,73,56,69,62,61,59,1,69
60,58,48,68,49,66,66,81,79,69,70,93,67,67,1,69
13,17,11,42,11,38,35,35,40,67,37,30,56,42,1,69
56,70,66,66,64,41,68,74,77,65,72,72,65,66,1,69
52,46,42,77,46,68,71,65,69,68,59,73,67,77,1,69
66,43,69,65,41,62,67,73,71,64,62,78,39,59,1,69
54,68,58,68,61,43,69,71,82,70,65,61,68,73,1,69
61,29,52,69,63,66,62,51,68,57,54,74,64,61,1,69
17,12,12,24,15,24,22,42,59,63,22,33,31,23,1,69
68,62,54,65,34,50,74,76,78,58,69,38,58,59,1,69
63,50,65,63,30,35,66,79,68,67,68,77,38,68,1,69
61,58,36,71,62,69,69,65,81,62,67,63,68,69,1,69
51,69,65,59,35,40,71,76,77,66,63,66,59,61,1,69
39,69,56,52,41,41,66,84,57,67,73,70,46,64,1,69
58,62,49,71,63,67,69,68,78,67,69,79,68,58,0,69
63,70,58,72,70,68,73,65,61,65,68,62,73,70,1,69
61,23,67,62,42,56,56,64,63,65,45,71,53,64,1,69
61,52,53,77,66,76,72,62,74,49,46,62,72,60,1,69
74,25,42,64,32,44,73,84,84,66,26,84,34,63,0,69
64,63,54,67,71,65,72,66,77,64,68,78,70,67,1,69
52,34,60,74,39,65,72,37,42,57,65,62,51,49,1,69
52,23,70,59,17,58,57,61,54,64,40,77,50,55,1,69
66,70,57,69,44,49,71,75,74,55,69,68,70,65,0,69
14,13,10,46,12,55,40,60,78,51,36,33,67,65,1,69
64,39,61,71,59,64,68,85,84,68,62,66,59,77,1,69
41,23,45,65,53,63,55,69,68,66,52,84,62,48,1,69
43,34,71,62,24,56,52,66,55,62,42,74,42,65,1,69
14,15,11,18,16,43,34,46,54,64,27,33,44,48,1,69
74,50,53,78,60,76,70,50,61,58,71,66,68,61,0,69
14,14,12,23,21,21,14,35,45,67,14,36,50,53,1,69
66,48,64,62,67,67,63,55,63,68,74,53,66,66,1,69
73,67,61,71,70,66,68,67,65,64,80,70,67,64,1,69
55,70,73,65,51,36,66,73,65,67,70,64,61,64,1,69
40,73,73,65,69,40,71,71,46,70,77,69,70,65,0,69
47,67,74,58,56,54,68,54,53,70,74,75,68,63,1,69
62,62,67,68,59,63,68,79,67,69,71,73,66,64,1,69
63,47,60,72,61,66,71,75,81,61,64,94,70,67,1,69
69,33,49,62,40,53,64,76,73,60,39,72,47,59,0,69
58,58,76,52,31,55,54,58,74,71,61,85,44,61,1,69
58,53,54,72,52,71,67,54,59,63,63,70,60,63,1,69
61,69,57,67,48,50,70,78,83,69,66,70,69,68,1,69
59,30,71,64,32,63,61,71,61,60,61,77,39,60,1,69
15,11,11,16,12,12,18,56,35,67,16,33,38,49,1,69
